"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"1365",1365,"629694056730234880","Donald Trump","2015-08-07 09:42:16 -0700","Negative","","Pacific Time (US & Canada)","I've known Donald Trump was crazy ever since I saw my first bottle of Trump Ice. #DonaldTrump #GOPdebate http://t.co/vYjQt1fjYX",1,1,"1",1,"1",0.885029027976965,"1",0.799849729726109,3,1,1
"1366",1366,"629694056621174784","No candidate mentioned","2015-08-07 09:42:16 -0700","Positive","Los Angeles","Pacific Time (US & Canada)","RT @BenjaminJS: Getting more excited for the #GOPDebate http://t.co/EfGRo33pMO",3,3,"3",1,"1",0.594329579263971,"3",0.517612905469673,2,3,3
"1367",1367,"629694050078228480","Jeb Bush","2015-08-07 09:42:15 -0700","Negative","","Eastern Time (US & Canada)","More #GOPDebate s pleeeease.  @FoxNews But no Jeb.  Fewer peeps and LOTS of questions.  Not about Rosie.  #Trump #Fiorina #Jindal #Gilmore",1,1,"1",0.999998478003804,"1",0.871220710201558,"1",0.839432542097798,3,1,1
"1369",1369,"629694041958023168","Donald Trump","2015-08-07 09:42:13 -0700","Negative","Islamabad PAK","Islamabad","WATCH #MegynKelly Burns #DonaldTrump 'You Called #Women Fat Pigs &amp; Digusting Animals' #USA #GOPDEBATE https://t.co/VViA1NUyLd via @YouTube",1,1,"1",0.999999999999989,"1",0.882267179563871,"1",0.888479406618237,3,1,1
"1370",1370,"629694038745047040","No candidate mentioned","2015-08-07 09:42:12 -0700","Negative","","","RT @rolandsmartin: SHAME ON Brett Baier, Chris Wallace, @MegynKelly. Today is the 50th anniversary of the Voting Rights Act and no question…",1,1,"1",1,"1",0.893364899073035,"1",0.856479257300005,3,1,1
"1371",1371,"629694036375310336","No candidate mentioned","2015-08-07 09:42:12 -0700","Negative","Michigan","Atlantic Time (Canada)","RT @ReadyForCruz: You're asking wealthy white men about entitlement reform? What? #GOPDebate",1,1,"1",1,"1",0.877416641511472,"1",0.893875444542074,3,1,1
"1372",1372,"629694036287320064","Rand Paul","2015-08-07 09:42:12 -0700","Negative","Skype+Email dj2015@outlook.com","Dublin","#RandPaul Gets Less Than Half the Time of ‘#TheDonald’ During #GOPDebate:  http://t.co/pQeDCJOVWw  #RandPaul2016 http://t.co/FUwGuV5CQF",1,1,"1",0.999946071941854,"1",0.830729660702518,"1",0.864715952051745,3,1,1
"1374",1374,"629694020080521216","No candidate mentioned","2015-08-07 09:42:08 -0700","Negative","Thundera ","Eastern Time (US & Canada)","The accuracy of it is mind blowing... #GOPDebate http://t.co/xSXTYuykwp",1,1,"1",1,"1",0.912470363814573,"1",0.866133478422054,3,1,1
"1375",1375,"629694019216506880","No candidate mentioned","2015-08-07 09:42:07 -0700","Negative","","Pacific Time (US & Canada)","And for the record, the #GOPDebate was NOT a debate.  It was Fox and the Koch bros interviewing each candidate.  It was a FARCE. Vote Bernie",1,1,"1",0.999999999999997,"1",0.869889376107288,"1",0.847881781692273,3,1,1
"1377",1377,"629694012182523904","No candidate mentioned","2015-08-07 09:42:06 -0700","Negative","Provo, UT","","RT @jarodzsz: i'm really disappointed that no one threw their prosthetic leg last night at the #GOPDebate",1,1,"1",1,"1",0.934930196653148,"1",0.863882805064486,3,1,1
"1378",1378,"629694012052623360","Donald Trump","2015-08-07 09:42:06 -0700","Negative","NYC","Pacific Time (US & Canada)","#Trump lowered the bar for #Jeb, who smacked his head into it  #GOPClownCar #GOPDebate",1,1,"1",1,"1",0.914720766176044,"1",0.871692361958606,3,1,1
"1379",1379,"629694009502339072","Donald Trump","2015-08-07 09:42:05 -0700","Negative","San Diego, CA","","Trump shows his true colors at the GOP debate - http://t.co/BWIpvDCMQy #GOPDebate #Trump #Garybusey",1,1,"1",0.9999999969766,"1",0.843305276088392,"1",0.762327400311489,3,1,1
"1381",1381,"629694006646050816","Chris Christie","2015-08-07 09:42:04 -0700","Negative","St George, UT","Mountain Time (US & Canada)","@ChrisChristie to @RandPaul:  after all youre just on committees and more privy about secret information than i am #jealousmuch  #GOPDebate",1,1,"1",1,"1",0.851985928615869,"1",0.886569143116132,3,1,1
"1382",1382,"629694001881481216","Donald Trump","2015-08-07 09:42:03 -0700","Positive","The Guard Tower","","RT @Raiden679: Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://…",1,3,"3",1,"1",0.603959300931349,"1",0.682334854814314,2,3,1
"1384",1384,"629693995636015104","Jeb Bush","2015-08-07 09:42:02 -0700","Negative","","Alaska","RT @TheBardockObama: Someone ask Jeb Bush if jet fuel can melt steel beams please #GOPDebate",1,1,"1",1,"1",0.87773729088287,"1",0.898532291142646,3,1,1
"1385",1385,"629693994881142784","Rand Paul","2015-08-07 09:42:02 -0700","Negative","","Eastern Time (US & Canada)","RT @AmyMek: Now is NOT a time to be wavering in ANY way towards #Israel, @RandPaul! We have done enough damage to them with #Obama. #GOPDeb…",1,1,"1",1,"1",0.94514978973311,"1",0.844723283004579,3,1,1
"1387",1387,"629693992154742784","No candidate mentioned","2015-08-07 09:42:01 -0700","Negative","SW Michigan","","#GOPdebate was just a bunch of non-answers and one liners. How is the public supposed to be informed and vote responsibly with this crap?",1,1,"1",0.999999999998487,"1",0.873905926559524,"1",0.85401684042249,3,1,1
"1388",1388,"629693991315972096","Marco Rubio","2015-08-07 09:42:01 -0700","Negative","New York","Pacific Time (US & Canada)","Really, Marco Rubio won last night's #GOPDebate? Which debate was I watching?",3,1,"1",0.983234552061377,"3",0.541032874455437,"3",0.528562012671888,2,1,3
"1389",1389,"629693987364950016","Donald Trump","2015-08-07 09:42:00 -0700","Positive","Long Island, NY","","@realDonaldTrump #MakeAmericaGreatAgain #GOPDebate #TrumpForPresident  I put this together for you. http://t.co/TZtK7BC1rm via @chirbit",3,3,"3",1,"3",0.736029895791918,"3",0.654760066549783,3,3,3
"1390",1390,"629693982134513664","Ben Carson","2015-08-07 09:41:59 -0700","Negative","Los Angeles, CA","Pacific Time (US & Canada)","RT @bethanyshondark: Listen brain surgery is impressive. But I don't understand how being able to do that landed Carson on this stage. #GOP…",1,1,"1",0.999999638735786,"1",0.871136076570145,"1",0.837084847627572,3,1,1
"1391",1391,"629693980125626368","Scott Walker","2015-08-07 09:41:58 -0700","Negative","Marietta, GA","Eastern Time (US & Canada)","@Veribatim Agreed. I think Walker under performed at the #GOPDebate. Disappointing as he is who I'm leaning towards. #UnaffiliatedStill",1,1,"1",0.999500072245106,"1",0.924183420542286,"1",0.868818955838716,3,1,1
"1392",1392,"629693978955415552","Donald Trump","2015-08-07 09:41:58 -0700","Positive","SILK BOUQUETS AND ROOM MOBILES","","RT @bobcesca_go: Trump won the debate. Christie, I think, was a strong second. #GOPDebate",3,3,"3",0.999999999998859,"3",0.639882266392932,"3",0.535946199757917,3,3,3
"1394",1394,"629693977449476096","Donald Trump","2015-08-07 09:41:58 -0700","Negative","","","RT @andrewklavan: This is basically my take-away from tonight's #GOPDebate. http://t.co/qtYyoWKLNG",1,1,"1",1,"1",0.949080752110592,"1",0.867386041849683,3,1,1
"1395",1395,"629693976912629760","No candidate mentioned","2015-08-07 09:41:57 -0700","Negative","America","Eastern Time (US & Canada)","@HumanityRead Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube",1,1,"1",1,"1",0.88844627123174,"1",0.869040668413286,3,1,1
"1396",1396,"629693976778510336","No candidate mentioned","2015-08-07 09:41:57 -0700","Negative","","Central Time (US & Canada)","@optionmonster @bpeck @HalftimeReport yes the logos were all over the screen, but the actual #GOPDebate feed on Facebook was awful.",1,1,"1",1,"1",0.915959792016987,"1",0.869343548759647,3,1,1
"1397",1397,"629693969195253760","No candidate mentioned","2015-08-07 09:41:56 -0700","Positive","Tampa","Eastern Time (US & Canada)","I will support the eventual GOP candidate over Bernie the Socialist, Hillary the Habitual Liar or Biden the Buffoon.  #GOPDebate",1,3,"3",0.999998501063567,"1",0.869492930712254,"1",0.818654328625561,2,3,1
"1398",1398,"629693968595460096","No candidate mentioned","2015-08-07 09:41:55 -0700","Negative","Maryland, USA","Eastern Time (US & Canada)","RT @JessicaValenti: Sorry, if there's a God she's not in that building. #GOPDebate",1,1,"1",1,"1",0.957474363501875,"1",0.929017669634512,3,1,1
"1399",1399,"629693968574451712","No candidate mentioned","2015-08-07 09:41:55 -0700","Negative","North Carolina","Eastern Time (US & Canada)","That debate was a joke #GOPDebate",1,1,"1",0.999999956428621,"1",0.917775824518586,"1",0.879359033257346,3,1,1
"1400",1400,"629693967907459072","No candidate mentioned","2015-08-07 09:41:55 -0700","Negative","","Atlantic Time (Canada)","Because of @FoxNews the American People truly learned nothing from the #GOPDebate. Such irrelevant questions asked by the moderators.#Fail",1,1,"1",1,"1",0.965421891524142,"1",0.876565262745136,3,1,1
"1401",1401,"629693959758069760","Donald Trump","2015-08-07 09:41:53 -0700","Negative","","Eastern Time (US & Canada)","Did Donald Trump just openly admit to buying candidates ....? #GOPDebate",1,1,"1",1,"1",0.947476999911633,"1",0.870323519457999,3,1,1
"1402",1402,"629693955592974336","No candidate mentioned","2015-08-07 09:41:52 -0700","Negative","Texas","","RT @Mamadoxie: YES @rushlimbaugh. We're waiting on your take on the excellent performances by the #GOPDebate candidates and the HORRENDOUS …",1,1,"1",0.99999999879026,"1",0.852689110513099,"1",0.727096616173947,3,1,1
"1404",1404,"629693950996058112","No candidate mentioned","2015-08-07 09:41:51 -0700","Negative","Michigan","Atlantic Time (Canada)","RT @jodiecongirl: I feel like whenever politicians are asked about the economy they respond with how they can make puppies and unicorns app…",1,1,"1",1,"1",0.949305867145132,"1",0.876587919531759,3,1,1
"1405",1405,"629693949083385856","Donald Trump","2015-08-07 09:41:51 -0700","Negative","Orange County, California","Pacific Time (US & Canada)","F**K @realDonaldTrump and those who would actually abandon their conservative values in support of his ridiculous candidacy. #GOPDebate",1,1,"1",1,"1",0.877462694667876,"1",0.697346107157783,3,1,1
"1406",1406,"629693944310444032","No candidate mentioned","2015-08-07 09:41:50 -0700","Positive","","","bottom line is that i will vote for any of the candidates last night over @HillaryClinton #GOPDebate",1,3,"3",0.993387430437923,"1",0.672665544350393,"1",0.805087643306033,2,3,1
"1408",1408,"629693943182176256","No candidate mentioned","2015-08-07 09:41:49 -0700","Negative","","","All hail The Supreme Being Ronald Jesus Reagan #GOPDebate",1,1,"1",0.999961265692158,"1",0.907243562441794,"1",0.868077611425013,3,1,1
"1410",1410,"629693932587192320","Donald Trump","2015-08-07 09:41:47 -0700","Negative","","","Trump should do like Obama and refuse to communicate with #PoxNews for saying anything he doesn't like.  #GOPDebate",1,1,"1",0.999999999974706,"1",0.8775639542358,"1",0.861553647188921,3,1,1
"1411",1411,"629693929072558080","Donald Trump","2015-08-07 09:41:46 -0700","Negative","","","That #GOPDebate last night was ridiculously biased against @realDonaldTrump the moderators were very unprofessional.",1,1,"1",0.99998307520204,"1",0.897662762703154,"1",0.795053290204278,3,1,1
"1415",1415,"629693917051666432","Donald Trump","2015-08-07 09:41:43 -0700","Negative","New Jersey","Eastern Time (US & Canada)","@megynkelly Trump simply can't be harmed by his own impolitik statements. It's like trying to drown Aquaman. #GOPDebate #DonaldTrump",1,1,"1",1,"1",0.922973877368283,"1",0.852671752163412,3,1,1
"1416",1416,"629693916393005056","Ted Cruz","2015-08-07 09:41:43 -0700","Negative","","","RT @FreedomJames7: Never Forget: Ted Cruz Never Supported Amnesty. #GOPDebate",1,1,"1",1,"1",0.897488178553185,"1",0.799930126472717,3,1,1
"1417",1417,"629693914249830400","Donald Trump","2015-08-07 09:41:42 -0700","Positive","Hagerstown, MD ","","17 candidates + #Trump makes the #GOPDebate interesting for a change! Top 10 moments from Thursday's debate http://t.co/1069hw6pbl",3,3,"3",0.999999999944613,"3",0.508570676840353,"1",0.763606159019539,2,3,3
"1419",1419,"629693910818820096","No candidate mentioned","2015-08-07 09:41:42 -0700","Positive","LA","Pacific Time (US & Canada)","This #GOPDebate is keeping the spray tan industry alive and thriving! #bringingjobs",1,3,"3",1,"1",0.797756246358836,"1",0.846966467328267,2,3,1
"1420",1420,"629693909770371072","Rand Paul","2015-08-07 09:41:41 -0700","Negative","","Quito","RT @FierceFemtivist: Rand Paul went to #Ferguson...and #Baltimore?? Which Riot shield were you holding bruh?! #GOPDebate",1,1,"1",1,"1",0.913681801029016,"1",0.872701118966715,3,1,1
"1421",1421,"629693904615550976","No candidate mentioned","2015-08-07 09:41:40 -0700","Negative","Maryland, USA","Eastern Time (US & Canada)","RT @JoeMyGod: There is nothing better than watching these clowns out-Jeebus each other. NOTHING. #GOPDebate",1,1,"1",1,"1",0.977130655075346,"1",0.868818955838716,3,1,1
"1422",1422,"629693904174972928","Donald Trump","2015-08-07 09:41:40 -0700","Negative","Phoenix AZ","Pacific Time (US & Canada)","RT @megynkelly: .@FrankLuntz focus group gives low marks to @realDonaldTrump saying he’d consider third party candidacy. #GOPDebate",1,1,"1",1,"1",0.88397549369742,"1",0.80678335379429,3,1,1
"1423",1423,"629693903193669632","No candidate mentioned","2015-08-07 09:41:40 -0700","Positive","New York City","Eastern Time (US & Canada)","I want to RT all of @Refinery29 #GOPDebate tweets. There is nothing better on this Friday.",1,3,"3",1,"1",0.919535639568894,"1",0.868318937256399,2,3,1
"1425",1425,"629693892560957440","Donald Trump","2015-08-07 09:41:37 -0700","Negative","","","RT @Nickcalves: Tell me this isn't @realDonaldTrump?? #GOPDebate http://t.co/tj5UEuQ8jM",1,1,"1",0.999999728908572,"1",0.512555954123401,"1",0.671587230388546,3,1,1
"1427",1427,"629693888035442688","Mike Huckabee","2015-08-07 09:41:36 -0700","Negative","","Eastern Time (US & Canada)","RT @adammshankman: Wait! Did Huckabee just say something about the B-52s?!? Yaaaayyy! #loveshack #gopdebate",1,1,"1",0.999999559314313,"1",0.934316478478756,"1",0.907520318976719,3,1,1
"1428",1428,"629693884361125888","Donald Trump","2015-08-07 09:41:35 -0700","Negative","Antar","Mountain Time (US & Canada)","“@bennydiego: The unplanned parenthood. #foxnews #gopdebate http://t.co/C1fFLfYReu”",1,1,"1",1,"1",0.92903365623108,"1",0.866865351301046,3,1,1
"1429",1429,"629693882591154176","Ted Cruz","2015-08-07 09:41:35 -0700","Negative","Florida","Eastern Time (US & Canada)","RT @matthewherper: Cruz: We need a commander in chief who makes clear that if you join ISIS you are signing your death warrant. #GOPDebate",1,1,"1",0.99485597509327,"1",0.825522936567227,"1",0.857591565119268,3,1,1
"1431",1431,"629693875658096640","No candidate mentioned","2015-08-07 09:41:33 -0700","Negative","","","RT @KathrynBruscoBk: The ignorance, stupidity, bigotry &amp; misogyny on the Fox hosted #GOPDebate last night was laughable,disgusting &amp; fright…",1,1,"1",1,"1",0.88435199363132,"1",0.885259550357236,3,1,1
"1432",1432,"629693875238535168","No candidate mentioned","2015-08-07 09:41:33 -0700","Negative","Bend OR","Pacific Time (US & Canada)","RT @iloanya1: Boy I'm not a #Hillary fan but damn we can't let any of these BOZOS become #POTUS...she can't be worse than these guys #GOPDe…",1,1,"1",1,"1",0.940335898630069,"1",0.854050398050832,3,1,1
"1433",1433,"629693871417593856","Donald Trump","2015-08-07 09:41:32 -0700","Negative","Ameritopia","Eastern Time (US & Canada)","Trump claimed last night that he's given most of his opponents money. Actually, just one. #GOPDebate http://t.co/xztTCvMPlI",1,1,"1",0.999999999754698,"1",0.890428415539816,"1",0.863091495538372,3,1,1
"1434",1434,"629693867210596352","No candidate mentioned","2015-08-07 09:41:31 -0700","Negative","","Mountain Time (US & Canada)","RT @ShabanaMir1: What scares me most about #GOPDebate : the people who break into storms of applause at misogyny &amp; crazy talk.",1,1,"1",1,"1",0.912574298636593,"1",0.88361992646559,3,1,1
"1436",1436,"629693864110981120","No candidate mentioned","2015-08-07 09:41:31 -0700","Negative","","Eastern Time (US & Canada)","Wouldn't debates be interesting if the questions were just asked, and whoever wanted to answer did. True personalities would show #GOPDebate",1,1,"1",0.999999999862877,"1",0.825600306347575,"1",0.84512919685019,3,1,1
"1437",1437,"629693861846216704","No candidate mentioned","2015-08-07 09:41:30 -0700","Positive","","","RT @Raddmom: Did you know that @CarlyFiorina graduated from #Stanford #UofMaryland AND #MIT? I didn't -but know now! #Impressive #2ndLook #…",3,3,"3",1,"3",0.6005788282534,"1",0.541999559797337,2,3,3
"1438",1438,"629693857391771648","No candidate mentioned","2015-08-07 09:41:29 -0700","Negative","ftx","Pacific Time (US & Canada)","RT @amaraconda: ISIS is not islam jfc republicans talk all this shit about a terrorist group while dehumanizing every1 who follows islam fu…",1,1,"1",0.999999999998548,"1",0.898605191335971,"1",0.892992339520478,3,1,1
