"","X","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"3989",3989,3989,"629686534485073920","No candidate mentioned","2015-08-07 09:12:23 -0700","Negative","USA","Eastern Time (US & Canada)","#RUSH:  ""#Fox moderators got 31% of airtime at #GOPDebate""",1,1,"1",0.999994858546403,"1",0.87759623696984,"1",0.933550220008297,3,1,1
"3991",3991,3991,"629686524448260096","No candidate mentioned","2015-08-07 09:12:21 -0700","Negative","","Eastern Time (US & Canada)","RT @TheMorningSpew: Having watched the #GOPDebate, I can honestly say that I would vote for a rock before I would vote for any Democrat. So…",1,1,"1",0.993740936320712,"1",0.730119032096012,"1",0.824055727274653,3,1,1
"3992",3992,3992,"629686522044768256","Donald Trump","2015-08-07 09:12:20 -0700","Positive","Nationwide","Pacific Time (US & Canada)","TRUMP WINS! He is FRONT PAGE - Every news source - Billions in FREE Advetising @realDonaldTrump #GOPDebate #Trump2016",3,3,"3",0.999999299872673,"3",0.538431213015222,"1",0.625038579893525,2,3,3
"3995",3995,3995,"629686516449738752","Donald Trump","2015-08-07 09:12:19 -0700","Positive","New F'n Jersey","","@TrumpIssues @realDonaldTrump  #GOPDebate #2016Debate elect Trump, only he and @SarahPalinUSA can save America",1,3,"3",0.999772341760698,"1",0.648987812463821,"1",0.67989816633854,2,3,1
"3999",3999,3999,"629686511290683392","No candidate mentioned","2015-08-07 09:12:17 -0700","Negative","","Eastern Time (US & Canada)","RT @JDWinteregg: No GOP POTUS will succeed if conservative reps can't ""vote their districts"" w/o fear of retribution. #FireBoehner #OH8 #GO…",1,1,"1",0.999999997211724,"1",0.877670576600072,"1",0.833359488289528,3,1,1
"4000",4000,4000,"629686506479681536","Marco Rubio","2015-08-07 09:12:16 -0700","Positive","California","","#MarcoRubio will destroy that sick liar #HillaryClinton in a 1on1 debate if he gets the chance &gt;&gt; ( #GOPDebate #tlot #tcot #p2 #rnc #dnc )",1,3,"3",0.999999999146088,"1",0.542558417584501,"1",0.72324767472573,2,3,1
"4001",4001,4001,"629686497315307520","No candidate mentioned","2015-08-07 09:12:14 -0700","Negative","","","RT @MikeDrucker: These candidates are against abortion because none of their presidencies are coming to term. #GOPDebate",1,1,"1",1,"1",0.933094777106518,"1",0.868642002144029,3,1,1
"4002",4002,4002,"629686494957957120","Rand Paul","2015-08-07 09:12:14 -0700","Negative","","Mountain Time (US & Canada)","Now getting to watch #GOPDebate. Rand Paul bad hair Donald Trump worse hair Marco Rubio great hair Chris Christie fat.",1,1,"1",0.999999994662178,"1",0.788665529700484,"1",0.580250944558824,3,1,1
"4003",4003,4003,"629686492944797696","No candidate mentioned","2015-08-07 09:12:13 -0700","Negative","New York, NY","Eastern Time (US & Canada)","And it was ALOT of ""I know you are but what am I!?"" type of ""comebacks"". I sat there watching almost in disbelief #GOPDebate",1,1,"1",1,"1",0.917263713181136,"1",0.858643399587969,3,1,1
"4004",4004,4004,"629686491963387904","Donald Trump","2015-08-07 09:12:13 -0700","Positive","","Eastern Time (US & Canada)","RT @jamalraad: Trump immigration strategy https://t.co/QZMfehR8VF #GOPDebate",3,3,"3",1,"3",0.685928806677009,"1",0.729957918833882,2,3,3
"4005",4005,4005,"629686491304828928","Donald Trump","2015-08-07 09:12:13 -0700","Positive","Austin, Los Angeles","","#Out Thank u for thoughtful reflection on #GOPDebate. A @FoxNews recovery. Some Trump ques lame BS fluff. Made Megyn look bad.",1,3,"3",0.999717258272456,"1",0.696575199854407,"1",0.66739081293178,2,3,1
"4006",4006,4006,"629686489115414528","Mike Huckabee","2015-08-07 09:12:12 -0700","Positive","Mount Airy, North Carolina","Eastern Time (US & Canada)","He was phenomenal! Of course. I knew he would be. <f0><U+009F><U+0098><U+0089> #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/OUcmHIyfhz",3,3,"3",1,"3",0.922313733316182,"3",0.733667817961698,3,3,3
"4007",4007,4007,"629686488045764608","No candidate mentioned","2015-08-07 09:12:12 -0700","Negative","Midway, Ga.","","RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:…",1,1,"1",0.999999999993766,"1",0.92469290561661,"1",0.868308022977482,3,1,1
"4008",4008,4008,"629686487756447744","No candidate mentioned","2015-08-07 09:12:12 -0700","Negative","Nashville, TN","Central Time (US & Canada)","Rush on #GOPDebate: ""I have never seen this kind of public backlash against Fox News personalities since the network launched in 1997. #tcot",1,1,"1",1,"1",0.941306481795516,"1",0.896112118585023,3,1,1
"4009",4009,4009,"629686486267482112","","2015-08-07 09:12:11 -0700","Negative","San Francisco","Pacific Time (US & Canada)","RT @DemsAbroad: We're not saying everything they say is crap, we're just saying it looks a whole lot like what our cat ate 45 minutes ago. …",1,1,"1",0.998560302355394,"1",0.941133438072583,"1",0.903137874019952,3,1,1
"4011",4011,4011,"629686482656100352","Donald Trump","2015-08-07 09:12:11 -0700","Negative","Puddletown, North America","Pacific Time (US & Canada)","Why do you want people at your wedding whose presence has to be commanded? @realDonaldTrump  @TMP  #GOPDebate  #GodfatherTrump",1,1,"1",0.999999966878658,"1",0.900594719183607,"1",0.807902657653607,3,1,1
"4012",4012,4012,"629686479850074112","Donald Trump","2015-08-07 09:12:10 -0700","Negative","OKC, OK, Midtown! & VaHi ATL ","Central Time (US & Canada)","RT @ShonTony: “@TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/W8UMl4Cyee” #TrumpEffect",1,1,"1",0.999999999977624,"1",0.726068279571297,"1",0.867133419371488,3,1,1
"4013",4013,4013,"629686479644700672","No candidate mentioned","2015-08-07 09:12:10 -0700","Negative","CT","","RT @Hardline_Stance: 10 million people watched FOX #GOPdebate last nite &amp; there's 40 million people tuned in right now to find out what I t…",1,1,"1",0.999997705667821,"1",0.893572948040348,"1",0.88190812936258,3,1,1
"4014",4014,4014,"629686477488848896","No candidate mentioned","2015-08-07 09:12:09 -0700","Negative","Washington, DC","","What I learned from the #GOPDebate: Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run out of women.",1,1,"1",1,"1",0.932023423965029,"1",0.872283925549014,3,1,1
"4015",4015,4015,"629686477186801664","","2015-08-07 09:12:09 -0700","Negative","USA","Eastern Time (US & Canada)","No channel to watch now. #CNN is liberal,#FNC &amp; @megynkelly r #RNC hitman #crony . @realDonaldTrump dont join #GOPDebate anymore #GoTrump",1,1,"1",0.999466804437667,"1",0.831897394946258,"1",0.81157723630934,3,1,1
"4017",4017,4017,"629686474649174016","No candidate mentioned","2015-08-07 09:12:09 -0700","Negative","","Pacific Time (US & Canada)","RT @SharkWeekTunes: When is #FoxNews handing out the Squirt guns?  #GOPDebate  http://t.co/Y2tkjQLMY2",1,1,"1",0.999999998365536,"1",0.894504317644904,"1",0.867525936386933,3,1,1
"4019",4019,4019,"629686471759245312","Donald Trump","2015-08-07 09:12:08 -0700","Negative","<U+2600> Texas","Central Time (US & Canada)","Trump proud of misogyny tries to intimidate her. Ugh. Donald Trump &amp; Megyn Kelly at the Fox News #GOPdebate  http://t.co/PGQBMaRAGr",1,1,"1",1,"1",0.880437385693911,"1",0.847054329183931,3,1,1
"4020",4020,4020,"629686470215729152","No candidate mentioned","2015-08-07 09:12:08 -0700","Negative","Abu Dhabi","","RT @Ian56789: Ask which of them is against #TPP job destroying Corporate Power Grab http://t.co/wHN0BLTejf #GOPDebate http://t.co/6giNJlaVI4",1,1,"1",1,"1",0.877342568962014,"1",0.794501068162037,3,1,1
"4022",4022,4022,"629686461403648000","No candidate mentioned","2015-08-07 09:12:06 -0700","Negative","Peoria, IL ","Central Time (US & Canada)","Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/fh5XBOqW87 via @HuffPostWomen",1,1,"1",1,"1",0.920240714258991,"1",0.867839242205196,3,1,1
"4023",4023,4023,"629686456286605312","Chris Christie","2015-08-07 09:12:04 -0700","Negative","","Eastern Time (US & Canada)","RT @dagenmcdowell: If you don't want people to think about your weight, then don't style your hair like Bob's Big Boy, Gov. Christie. #GOPD…",1,1,"1",0.999228286505248,"1",0.939450620433486,"1",0.884972184636783,3,1,1
"4025",4025,4025,"629686454000619520","Donald Trump","2015-08-07 09:12:04 -0700","Negative","Seattle WA USA","Pacific Time (US & Canada)","Oh Poor,  Trojan Horse Trump pouting because he's a VICTIM Now?? #tcot #ccot #GOPDebate",1,1,"1",1,"1",0.855122282575095,"1",0.792188931426259,3,1,1
"4026",4026,4026,"629686452813574144","No candidate mentioned","2015-08-07 09:12:04 -0700","Negative","570","Eastern Time (US & Canada)","still just baffled at some of the things said last night...I can't believe there's many people who take those assholes seriously. #GOPDebate",1,1,"1",1,"1",0.892969938188289,"1",0.885220992527382,3,1,1
"4027",4027,4027,"629686449336664064","Donald Trump","2015-08-07 09:12:03 -0700","Negative","New York, USA","","@Livestream #GOPDebate as a blogger  the debate was about making sure Donald Trump doesn't pull a Rose Perot, that is how Clinton won",1,1,"1",0.99998916570855,"1",0.877544470114,"1",0.834946366593798,3,1,1
"4028",4028,4028,"629686446383833088","Donald Trump","2015-08-07 09:12:02 -0700","Negative","NC USA","","""I don't insult women, but the woman who brought it up is a bimbo."" - Trump  #GOPDebate",1,1,"1",1,"1",0.877553552101781,"1",0.864122191152057,3,1,1
"4030",4030,4030,"629686435960860672","Donald Trump","2015-08-07 09:11:59 -0700","Negative","United States Of America","Pacific Time (US & Canada)","Politicians like .@HillaryClinton can accept money 4 campaigns from foreign donors, but Trump can't call someone a ""fat pig."" #GOPDebate #PC",1,1,"1",1,"1",0.929664531735526,"1",0.863826120943604,3,1,1
"4031",4031,4031,"629686434757148672","Donald Trump","2015-08-07 09:11:59 -0700","Negative","","Central Time (US & Canada)","@megynkelly #GOPDebate What's your thoughts on the comments on your Facebook page concerning #Trump ?s having a Motive behind them",1,1,"1",0.999999621739687,"1",0.869237346825012,"1",0.84223156383739,3,1,1
"4032",4032,4032,"629686433586917376","No candidate mentioned","2015-08-07 09:11:59 -0700","Negative","Seattle, WA","","RT @ZoeWentzel: The #GOPDebate got me like... #Hillary2016 http://t.co/zNulwsRGyh",1,1,"1",0.999844757414569,"1",0.870955969609068,"1",0.86494663548001,3,1,1
"4033",4033,4033,"629686431745753088","No candidate mentioned","2015-08-07 09:11:58 -0700","Negative","New York, NY","Eastern Time (US & Canada)","RT @harikondabolu: Bobby Jindal said ""Immigration without assimilation is invasion."" OH MY GOD, THIS MAN HAS NEVER EATEN GULAB JAMUN. #GOPD…",1,1,"1",0.999982702488391,"1",0.852303961269881,"1",0.872182816243078,3,1,1
"4034",4034,4034,"629686431292751872","Donald Trump","2015-08-07 09:11:58 -0700","Negative","Camarillo, CA","Eastern Time (US & Canada)",".@realDonaldTrump Aww, does him have a sad because he thinks the Fox News reporter was mean during the debate? #GOPDebate #DonaldTrump",1,1,"1",1,"1",0.941961227799147,"1",0.86172876481587,3,1,1
"4035",4035,4035,"629686426385387520","Ted Cruz","2015-08-07 09:11:57 -0700","Negative","Oakland Raiders","Eastern Time (US & Canada)","The nerve of Cruz to blame Obamacare on the greedy insurance companies raising their premiums for profit. #GOPDebate",1,1,"1",1,"1",0.607658124763257,"1",0.779424405117032,3,1,1
"4036",4036,4036,"629686419968131072","Scott Walker","2015-08-07 09:11:56 -0700","Negative","Baltimore, MD","Eastern Time (US & Canada)","RT @rajaChristina: Lst nt, #ScottWalker said he'd deny a rape victim n abortion.I guess you can love a fetus and still have no heart. #GOPD…",1,1,"1",0.999999999999999,"1",0.851675564579421,"1",0.774902693609123,3,1,1
"4037",4037,4037,"629686412070158336","Marco Rubio","2015-08-07 09:11:54 -0700","Positive","","","RT @HeatherChilders: 'God has blessed the Rep party with a lot of great candidates, the Dem party cannot even find one"" @marcorubio #GOPDeb…",3,3,"3",0.989201704275204,"3",0.527441783133104,"1",0.624847238634754,2,3,3
"4038",4038,4038,"629686411298480128","No candidate mentioned","2015-08-07 09:11:54 -0700","Negative","Toronto, Ontario","Atlantic Time (Canada)","What else is new. Should we pretend to be surprised? ""#GOP @housegop candidates veer from truth"": http://t.co/7ZpGWQrgoS #GOPDebate",1,1,"1",1,"1",0.740745523846522,"1",0.711237080676134,3,1,1
"4040",4040,4040,"629686405891895296","Donald Trump","2015-08-07 09:11:52 -0700","Positive","","","RT @KatiePavlich: Donald Trump isn't a Democrat, he isn't a Republican, he's Donald Trump. #GOPdebate",1,3,"3",0.999204927905902,"1",0.842097138555117,"1",0.725502831620247,2,3,1
"4042",4042,4042,"629686389920133120","Marco Rubio","2015-08-07 09:11:49 -0700","Positive","Washington, DC","Pacific Time (US & Canada)",".@JedediahBila says @marcorubio is a great communicator and it showed last night #outnumbered #StudentsForRubio #GOPDebate",3,3,"3",1,"3",0.975456958367122,"3",0.829006669224772,3,3,3
"4043",4043,4043,"629686388909195264","No candidate mentioned","2015-08-07 09:11:48 -0700","Positive","Los Angeles, CA","","RT @JJRavenation52: @elielcruz @IAmCreeSummer That's the best #GOPDebate tweet. this is better than the actual debate.",1,3,"3",0.999991980176559,"1",0.591272322656781,"1",0.669120103389589,2,3,1
"4047",4047,4047,"629686365572087808","No candidate mentioned","2015-08-07 09:11:43 -0700","Negative","","Central Time (US & Canada)","The loser of the #GOPDebate? The Republican Party",1,1,"1",1,"1",0.967309549363621,"1",0.866627308023369,3,1,1
"4048",4048,4048,"629686363554590720","Scott Walker","2015-08-07 09:11:42 -0700","Negative","Minnesota","Central Time (US & Canada)","""If I nod a lot when the black guy speaks, I'll look like I'm not an asshole"" @ScottWalker probably. #GOPDebate",1,1,"1",0.999999999999876,"1",0.87737682532755,"1",0.891400160926872,3,1,1
"4049",4049,4049,"629686361482620928","No candidate mentioned","2015-08-07 09:11:42 -0700","Negative","Southern Exurbs","Eastern Time (US & Canada)","""When the rich wage war it's the poor who die."" Jean-Paul Sartre  This is now GOP foreign policy.  #GOPDebate",1,1,"1",1,"1",0.951071103984241,"1",0.869086189124374,3,1,1
"4052",4052,4052,"629686353756876800","Donald Trump","2015-08-07 09:11:40 -0700","Positive","Greer, SC","","RT @Diplomtc_Immnty: @realDonaldTrump They tried to take you out &amp; your poll numbers skyrocketed. Voters matter, not @FOXNews moderators. #…",1,3,"3",0.998398521104449,"1",0.826401679223301,"1",0.820652609321004,2,3,1
"4053",4053,4053,"629686351877681152","No candidate mentioned","2015-08-07 09:11:39 -0700","Negative","Corpus Christi, TX","Central Time (US & Canada)","I presume Megyn Kelly spent all night rolling her eyes to make up for all the times she couldn't during #GOPDebate.",1,1,"1",1,"1",0.928415923511801,"1",0.850967971365214,3,1,1
"4055",4055,4055,"629686341492568064","John Kasich","2015-08-07 09:11:37 -0700","Positive","New Orleans, LA","Eastern Time (US & Canada)","If the #GOP wins in 2016, @JohnKasich would be my hope. Loved what he said about a balanced budget &amp; moving passed gay marriage. #GOPDebate",3,3,"3",0.999999889276979,"3",0.756453821375655,"3",0.658644957668728,3,3,3
"4057",4057,4057,"629686333334794240","Rand Paul","2015-08-07 09:11:35 -0700","Negative","Tampa, FL","Central Time (US & Canada)","@FoxNews intentionally tried to shut @RandPaul out of the debate, 2nd least questions asked, last in speak time. just over 5 mins #GOPDebate",1,1,"1",0.999998325027157,"1",0.938405836725049,"1",0.884172135805361,3,1,1
"4058",4058,4058,"629686331917115392","Donald Trump","2015-08-07 09:11:35 -0700","Negative","","","#Out. Who do you think ur demographic is? Smart women dislike Trump. He was in over his head in #GOPDebate. He has zero policy specifics.",1,1,"1",0.998158007837902,"1",0.912260743010767,"1",0.863267073054528,3,1,1
"4059",4059,4059,"629686329031434240","Donald Trump","2015-08-07 09:11:34 -0700","Positive","","Eastern Time (US & Canada)","@realDonaldTrump lives to fight another day. Odds seem to ever be in his favor. #GOPDebate #hungergames #DonaldTrump http://t.co/eG6X6onkKT",1,3,"3",1,"1",0.853708573332008,"1",0.787935305784693,2,3,1
"4060",4060,4060,"629686321255202816","Donald Trump","2015-08-07 09:11:32 -0700","Negative","Greer, SC","","RT @Diplomtc_Immnty: @MegynKelly tried to take out @realDonaldTrump &amp; got her azz handed to her. Now she's playing the victim-card. Own it …",1,1,"1",0.999930981141309,"1",0.831785325804972,"1",0.818882125883105,3,1,1
"4061",4061,4061,"629686318604222464","Ted Cruz","2015-08-07 09:11:32 -0700","Positive","","","RT @libertygirlNH: BOOM! Ted Cruz rocked his closing statement. #GOPDebate b",1,3,"3",0.999770186066951,"1",0.52499169118102,"1",0.754597310355391,2,3,1
"4062",4062,4062,"629686315911639040","No candidate mentioned","2015-08-07 09:11:31 -0700","Negative","","Eastern Time (US & Canada)","We wont fund healthcare for our citizens but we will invest millions of dollars to build a wall to keep people out of our country #GOPDebate",1,1,"1",0.997933449354894,"1",0.908972191597314,"1",0.875528459592222,3,1,1
